"RANKING","STATUS","ID_PROV","ID_KAB","ID_KEC","NAMA_PROV","NAMA_KAB","NAMA_KEC","TOTAL_DESA","YEAR_NOW","IDM_NOW","STATUS_NOW","IKS_NOW","IKE_NOW","IKL_NOW","JML_DESA_NOW","YEAR_PREV","IDM_PREV","STATUS_PREV","IKS_PREV","IKE_PREV","IKL_PREV","JML_DESA_PREV"
"2802","BERKEMBANG","61","6107","610703","KALIMANTAN BARAT","KABUPATEN BENGKAYANG","LEDO","12","2021","0.6764","BERKEMBANG","0.5486","0.7167","0.7638","12","2020","0.6521","BERKEMBANG","0.5347","0.6667","0.7548","12"
"2802","BERKEMBANG","18","1812","181205","LAMPUNG","KABUPATEN TULANG BAWANG BARAT","GUNUNG AGUNG","13","2021","0.6764","BERKEMBANG","0.5462","0.6667","0.8163","13","2020","0.6683","BERKEMBANG","0.5320","0.6667","0.8062","13"
"2802","BERKEMBANG","12","1219","121907","SUMATERA UTARA","KABUPATEN BATU BARA","SEI BALAI","14","2021","0.6764","BERKEMBANG","0.5893","0.6381","0.8016","14","2020","0.6866","BERKEMBANG","0.5833","0.6667","0.8098","14"
"2802","BERKEMBANG","33","3320","332012","JAWA TENGAH","KABUPATEN JEPARA","NALUMSARI","15","2021","0.6764","BERKEMBANG","0.6122","0.6445","0.7726","15","2020","0.6813","BERKEMBANG","0.6222","0.6578","0.7638","15"
"2807","BERKEMBANG","33","3317","331701","JAWA TENGAH","KABUPATEN REMBANG","SUMBER","18","2021","0.6763","BERKEMBANG","0.5732","0.6815","0.7743","18","2020","0.6783","BERKEMBANG","0.5648","0.6926","0.7775","18"
"2807","BERKEMBANG","18","1813","181309","LAMPUNG","KABUPATEN PESISIR BARAT","NGAMBUR","9","2021","0.6763","BERKEMBANG","0.5481","0.7037","0.7771","9","2020","0.6487","BERKEMBANG","0.5037","0.6889","0.7536","9"
"2807","BERKEMBANG","35","3514","351414","JAWA TIMUR","KABUPATEN PASURUAN","BANGIL","4","2021","0.6763","BERKEMBANG","0.6708","0.5667","0.7914","4","2020","0.6970","BERKEMBANG","0.6708","0.6000","0.8200","4"
"2807","BERKEMBANG","35","3502","350206","JAWA TIMUR","KABUPATEN PONOROGO","SOOKO","6","2021","0.6763","BERKEMBANG","0.6278","0.6333","0.7676","6","2020","0.6722","BERKEMBANG","0.6194","0.6333","0.7638","6"
"2807","BERKEMBANG","62","6204","620405","KALIMANTAN TENGAH","KABUPATEN BARITO SELATAN","GN. BINTANG AWAI","21","2021","0.6763","BERKEMBANG","0.5476","0.6984","0.7828","21","2020","0.6610","BERKEMBANG","0.5365","0.6762","0.7703","21"
"2812","BERKEMBANG","72","7208","720813","SULAWESI TENGAH","KABUPATEN PARIGI MOUTONG","TORIBULU","9","2021","0.6762","BERKEMBANG","0.6185","0.6222","0.7879","9","2020","0.6604","BERKEMBANG","0.5870","0.6074","0.7867","9"
"2812","BERKEMBANG","72","7205","720502","SULAWESI TENGAH","KABUPATEN BUOL","LAKEA","7","2021","0.6762","BERKEMBANG","0.6000","0.6286","0.8000","7","2020","0.6718","BERKEMBANG","0.6191","0.6191","0.7771","7"
"2812","BERKEMBANG","36","3603","360304","BANTEN","KABUPATEN TANGERANG","JAMBE","10","2021","0.6762","BERKEMBANG","0.5900","0.6133","0.8252","10","2020","0.6765","BERKEMBANG","0.5900","0.6133","0.8263","10"
"2812","BERKEMBANG","33","3324","332405","JAWA TENGAH","KABUPATEN KENDAL","SINGOROJO","13","2021","0.6762","BERKEMBANG","0.6038","0.6359","0.7890","13","2020","0.6743","BERKEMBANG","0.6026","0.6410","0.7793","13"
"2812","BERKEMBANG","62","6207","620703","KALIMANTAN TENGAH","KABUPATEN SERUYAN","DANAU SEMBULUH","8","2021","0.6762","BERKEMBANG","0.5583","0.7416","0.7286","8","2020","0.6198","BERKEMBANG","0.4646","0.6833","0.7114","8"
"2812","BERKEMBANG","21","2105","210506","KEPULAUAN RIAU","KABUPATEN KEPULAUAN ANAMBAS","JEMAJA","5","2021","0.6762","BERKEMBANG","0.5500","0.6933","0.7851","5","2020","0.6765","BERKEMBANG","0.5500","0.6933","0.7863","5"
"2812","BERKEMBANG","16","1609","160903","SUMATERA SELATAN","KABUPATEN OGAN KOMERING ULU SELATAN","BANDING AGUNG","21","2021","0.6762","BERKEMBANG","0.5897","0.6730","0.7660","21","2020","0.6682","BERKEMBANG","0.5794","0.6730","0.7521","21"
"2812","BERKEMBANG","11","1106","110618","ACEH","KABUPATEN ACEH BESAR","SIMPANG TIGA","18","2021","0.6762","BERKEMBANG","0.6176","0.7148","0.6962","18","2020","0.6379","BERKEMBANG","0.6074","0.6148","0.6914","18"
"2820","BERKEMBANG","33","3304","330402","JAWA TENGAH","KABUPATEN BANJARNEGARA","PURWOREJA KLAMPOK","8","2021","0.6761","BERKEMBANG","0.6521","0.6333","0.7429","8","2020","0.6708","BERKEMBANG","0.6500","0.6417","0.7207","8"
"2820","BERKEMBANG","74","7401","740110","SULAWESI TENGGARA","KABUPATEN KOLAKA","WOLO","12","2021","0.6761","BERKEMBANG","0.5611","0.6778","0.7895","12","2020","0.6498","BERKEMBANG","0.5236","0.6500","0.7757","12"
"2820","BERKEMBANG","72","7203","720309","SULAWESI TENGAH","KABUPATEN DONGGALA","LABUAN","7","2021","0.6761","BERKEMBANG","0.5381","0.7238","0.7665","7","2020","0.6596","BERKEMBANG","0.5286","0.7048","0.7453","7"
"2820","BERKEMBANG","15","1508","150806","JAMBI","KABUPATEN BUNGO","PELEPAT","15","2021","0.6761","BERKEMBANG","0.6011","0.6711","0.7562","15","2020","0.6727","BERKEMBANG","0.6011","0.6622","0.7547","15"
"2820","BERKEMBANG","33","3301","330120","JAWA TENGAH","KABUPATEN CILACAP","BANTARSARI","8","2021","0.6761","BERKEMBANG","0.6333","0.6000","0.7950","8","2020","0.6733","BERKEMBANG","0.6396","0.5917","0.7886","8"
"2825","BERKEMBANG","32","3203","320303","JAWA BARAT","KABUPATEN CIANJUR","CIBEBER","18","2021","0.6760","BERKEMBANG","0.6250","0.6630","0.7400","18","2020","0.6699","BERKEMBANG","0.6454","0.6259","0.7384","18"
"2825","BERKEMBANG","81","8101","810113","MALUKU","KABUPATEN MALUKU TENGAH","PULAU HARUKU","11","2021","0.6760","BERKEMBANG","0.4894","0.8364","0.7023","11","2020","0.6738","BERKEMBANG","0.5030","0.8242","0.6940","11"
"2825","BERKEMBANG","53","5304","530404","NUSA TENGGARA TIMUR","KABUPATEN BELU","TASIFETO BARAT","8","2021","0.6760","BERKEMBANG","0.6125","0.6334","0.7822","8","2020","0.6354","BERKEMBANG","0.5479","0.6083","0.7500","8"
"2825","BERKEMBANG","64","6403","640304","KALIMANTAN TIMUR","KABUPATEN BERAU","SEGAH","13","2021","0.6760","BERKEMBANG","0.5731","0.7128","0.7420","13","2020","0.6627","BERKEMBANG","0.5372","0.7128","0.7380","13"
"2825","BERKEMBANG","16","1608","160801","SUMATERA SELATAN","KABUPATEN OGAN KOMERING ULU TIMUR","MARTAPURA","9","2021","0.6760","BERKEMBANG","0.5352","0.6815","0.8114","9","2020","0.6724","BERKEMBANG","0.5259","0.6963","0.7949","9"
"2825","BERKEMBANG","12","1207","120721","SUMATERA UTARA","KABUPATEN DELI SERDANG","PATUMBAK","8","2021","0.6760","BERKEMBANG","0.6500","0.5667","0.8114","8","2020","0.6789","BERKEMBANG","0.6438","0.5917","0.8014","8"
"2825","BERKEMBANG","61","6110","611005","KALIMANTAN BARAT","KABUPATEN MELAWI","SAYAN","18","2021","0.6760","BERKEMBANG","0.5287","0.7037","0.7956","18","2020","0.5762","TERTINGGAL","0.4231","0.6037","0.7019","18"
"2825","BERKEMBANG","61","6106","610608","KALIMANTAN BARAT","KABUPATEN KAPUAS HULU","HULU GURUNG","15","2021","0.6760","BERKEMBANG","0.6300","0.6267","0.7714","15","2020","0.6572","BERKEMBANG","0.6011","0.6311","0.7394","15"
"2825","BERKEMBANG","32","3205","320538","JAWA BARAT","KABUPATEN GARUT","BL. LIMBANGAN","14","2021","0.6760","BERKEMBANG","0.6619","0.5905","0.7755","14","2020","0.6446","BERKEMBANG","0.6321","0.5571","0.7445","14"
"2834","BERKEMBANG","33","3305","330524","JAWA TENGAH","KABUPATEN KEBUMEN","PADURESO","9","2021","0.6759","BERKEMBANG","0.6130","0.6593","0.7556","9","2020","0.6700","BERKEMBANG","0.6019","0.6667","0.7416","9"
"2834","BERKEMBANG","61","6103","610305","KALIMANTAN BARAT","KABUPATEN SANGGAU","BONTI","9","2021","0.6759","BERKEMBANG","0.4852","0.8148","0.7276","9","2020","0.5742","TERTINGGAL","0.4444","0.5481","0.7302","9"
"2834","BERKEMBANG","76","7604","760414","SULAWESI BARAT","KABUPATEN POLEWALI MANDAR","MATAKALI","6","2021","0.6759","BERKEMBANG","0.5861","0.6445","0.7971","6","2020","0.6746","BERKEMBANG","0.5861","0.6445","0.7933","6"
"2834","BERKEMBANG","33","3313","331304","JAWA TENGAH","KABUPATEN KARANGANYAR","JUMANTONO","11","2021","0.6759","BERKEMBANG","0.6409","0.5879","0.7990","11","2020","0.6731","BERKEMBANG","0.6243","0.6243","0.7709","11"
"2838","BERKEMBANG","73","7308","730824","SULAWESI SELATAN","KABUPATEN BONE","AMALI","14","2021","0.6758","BERKEMBANG","0.6036","0.6667","0.7571","14","2020","0.6438","BERKEMBANG","0.5524","0.6619","0.7172","14"
"2838","BERKEMBANG","33","3320","332005","JAWA TENGAH","KABUPATEN JEPARA","BATEALIT","11","2021","0.6758","BERKEMBANG","0.6424","0.6303","0.7548","11","2020","0.6758","BERKEMBANG","0.6424","0.6303","0.7548","11"
"2838","BERKEMBANG","71","7103","710312","SULAWESI UTARA","KABUPATEN KEPULAUAN SANGIHE","TAMAKO","20","2021","0.6758","BERKEMBANG","0.5767","0.7100","0.7409","20","2020","0.6628","BERKEMBANG","0.5617","0.6900","0.7369","20"
"2841","BERKEMBANG","35","3529","352926","JAWA TIMUR","KABUPATEN SUMENEP","BATUAN","7","2021","0.6757","BERKEMBANG","0.6333","0.6191","0.7747","7","2020","0.6809","BERKEMBANG","0.6286","0.6191","0.7951","7"
"2841","BERKEMBANG","32","3205","320537","JAWA BARAT","KABUPATEN GARUT","TALEGONG","7","2021","0.6757","BERKEMBANG","0.5476","0.7333","0.7461","7","2020","0.6813","BERKEMBANG","0.5452","0.7524","0.7461","7"
"2841","BERKEMBANG","12","1205","120507","SUMATERA UTARA","KABUPATEN LANGKAT","STABAT","6","2021","0.6757","BERKEMBANG","0.6306","0.5889","0.8076","6","2020","0.6775","BERKEMBANG","0.6389","0.5889","0.8048","6"
"2841","BERKEMBANG","12","1208","120821","SUMATERA UTARA","KABUPATEN SIMALUNGUN","PEMATANG BANDAR","11","2021","0.6757","BERKEMBANG","0.6000","0.6728","0.7543","11","2020","0.6707","BERKEMBANG","0.5940","0.6728","0.7455","11"
"2841","BERKEMBANG","16","1610","161002","SUMATERA SELATAN","KABUPATEN OGAN ILIR","TANJUNG BATU","19","2021","0.6757","BERKEMBANG","0.6351","0.6351","0.7570","19","2020","0.6554","BERKEMBANG","0.6088","0.6141","0.7435","19"
"2846","BERKEMBANG","61","6105","610509","KALIMANTAN BARAT","KABUPATEN SINTANG","KAYAN HULU","31","2021","0.6756","BERKEMBANG","0.4656","0.8473","0.7139","31","2020","0.5889","TERTINGGAL","0.4285","0.6516","0.6864","31"
"2846","BERKEMBANG","32","3202","320219","JAWA BARAT","KABUPATEN SUKABUMI","KABANDUNGAN","6","2021","0.6756","BERKEMBANG","0.5500","0.7111","0.7657","6","2020","0.6756","BERKEMBANG","0.5500","0.7111","0.7657","6"
"2846","BERKEMBANG","35","3529","352911","JAWA TIMUR","KABUPATEN SUMENEP","PRAGAAN","14","2021","0.6756","BERKEMBANG","0.5786","0.6714","0.7767","14","2020","0.6677","BERKEMBANG","0.5655","0.6714","0.7661","14"
"2846","BERKEMBANG","52","5205","520505","NUSA TENGGARA BARAT","KABUPATEN DOMPU","WOJA","11","2021","0.6756","BERKEMBANG","0.5985","0.5939","0.8343","11","2020","0.6686","BERKEMBANG","0.5970","0.5818","0.8270","11"
"2846","BERKEMBANG","61","6105","610502","KALIMANTAN BARAT","KABUPATEN SINTANG","TEMPUNAK","26","2021","0.6756","BERKEMBANG","0.5340","0.7205","0.7723","26","2020","0.6360","BERKEMBANG","0.4974","0.6769","0.7336","26"
"2846","BERKEMBANG","33","3303","330305","JAWA TENGAH","KABUPATEN PURBALINGGA","PURBALINGGA","2","2021","0.6756","BERKEMBANG","0.6250","0.6334","0.7686","2","2020","0.6513","BERKEMBANG","0.5834","0.6334","0.7372","2"
"2846","BERKEMBANG","12","1210","121008","SUMATERA UTARA","KABUPATEN LABUHANBATU","BILAH HILIR","11","2021","0.6756","BERKEMBANG","0.6167","0.5697","0.8405","11","2020","0.6636","BERKEMBANG","0.5879","0.5697","0.8332","11"
"2846","BERKEMBANG","17","1706","170610","BENGKULU","KABUPATEN MUKO MUKO","PENARIK","14","2021","0.6756","BERKEMBANG","0.5524","0.6810","0.7935","14","2020","0.6711","BERKEMBANG","0.5488","0.6810","0.7837","14"
"2854","BERKEMBANG","14","1406","140609","RIAU","KABUPATEN ROKAN HULU","TAMBUSAI UTARA","11","2021","0.6755","BERKEMBANG","0.6061","0.6121","0.8083","11","2020","0.6658","BERKEMBANG","0.5849","0.6121","0.8005","11"
"2854","BERKEMBANG","74","7407","740707","SULAWESI TENGGARA","KABUPATEN WAKATOBI","TOMIA TIMUR","5","2021","0.6755","BERKEMBANG","0.5433","0.6533","0.8297","5","2020","0.6728","BERKEMBANG","0.5467","0.6533","0.8183","5"
"2854","BERKEMBANG","15","1509","150910","JAMBI","KABUPATEN TEBO","SERAI SERUMPUN","8","2021","0.6755","BERKEMBANG","0.5833","0.6917","0.7514","8","2020","0.6648","BERKEMBANG","0.5750","0.6667","0.7529","8"
"2854","BERKEMBANG","33","3304","330407","JAWA TENGAH","KABUPATEN BANJARNEGARA","SIGALUH","14","2021","0.6755","BERKEMBANG","0.6262","0.6381","0.7621","14","2020","0.6753","BERKEMBANG","0.6286","0.6381","0.7592","14"
"2858","BERKEMBANG","35","3529","352906","JAWA TIMUR","KABUPATEN SUMENEP","SARONGGI","14","2021","0.6754","BERKEMBANG","0.6226","0.6572","0.7465","14","2020","0.6703","BERKEMBANG","0.6226","0.6524","0.7359","14"
"2858","BERKEMBANG","35","3526","352605","JAWA TIMUR","KABUPATEN BANGKALAN","AROSBAYA","18","2021","0.6754","BERKEMBANG","0.6398","0.6519","0.7346","18","2020","0.6642","BERKEMBANG","0.6148","0.6630","0.7149","18"
"2858","BERKEMBANG","13","1306","130616","SUMATERA BARAT","KABUPATEN AGAM","MALALAK","4","2021","0.6754","BERKEMBANG","0.6375","0.6500","0.7386","4","2020","0.6610","BERKEMBANG","0.6125","0.6333","0.7372","4"
"2858","BERKEMBANG","33","3303","330316","JAWA TENGAH","KABUPATEN PURBALINGGA","PENGADEGAN","9","2021","0.6754","BERKEMBANG","0.5963","0.6370","0.7930","9","2020","0.6638","BERKEMBANG","0.5889","0.6222","0.7803","9"
"2862","BERKEMBANG","14","1407","140716","RIAU","KABUPATEN ROKAN HILIR","TANJUNG MEDAN","12","2021","0.6753","BERKEMBANG","0.5847","0.6222","0.8191","12","2020","0.6751","BERKEMBANG","0.5792","0.6222","0.8238","12"
"2862","BERKEMBANG","33","3320","332010","JAWA TENGAH","KABUPATEN JEPARA","KARIMUN JAWA","4","2021","0.6753","BERKEMBANG","0.5750","0.6667","0.7843","4","2020","0.6259","BERKEMBANG","0.5417","0.5833","0.7529","4"
"2862","BERKEMBANG","73","7324","732411","SULAWESI SELATAN","KABUPATEN LUWU TIMUR","WASUPONDA","6","2021","0.6753","BERKEMBANG","0.6556","0.6000","0.7705","6","2020","0.6753","BERKEMBANG","0.6556","0.6000","0.7705","6"
"2865","BERKEMBANG","75","7505","750504","GORONTALO","KABUPATEN GORONTALO UTARA","SUMALATA","11","2021","0.6752","BERKEMBANG","0.5742","0.6970","0.7543","11","2020","0.6566","BERKEMBANG","0.5273","0.6970","0.7455","11"
"2865","BERKEMBANG","33","3304","330405","JAWA TENGAH","KABUPATEN BANJARNEGARA","BAWANG","18","2021","0.6752","BERKEMBANG","0.6157","0.6371","0.7727","18","2020","0.6661","BERKEMBANG","0.6157","0.6185","0.7641","18"
"2867","BERKEMBANG","35","3524","352411","JAWA TIMUR","KABUPATEN LAMONGAN","SAMBENG","22","2021","0.6751","BERKEMBANG","0.5826","0.6818","0.7610","22","2020","0.6698","BERKEMBANG","0.5917","0.6637","0.7540","22"
"2867","BERKEMBANG","33","3328","332813","JAWA TENGAH","KABUPATEN TEGAL","DUKUHTURI","18","2021","0.6751","BERKEMBANG","0.6657","0.5852","0.7743","18","2020","0.6643","BERKEMBANG","0.6509","0.5741","0.7679","18"
"2867","BERKEMBANG","64","6408","640810","KALIMANTAN TIMUR","KABUPATEN KUTAI TIMUR","KALIORANG","7","2021","0.6751","BERKEMBANG","0.6500","0.6095","0.7657","7","2020","0.6726","BERKEMBANG","0.6500","0.6095","0.7584","7"
"2867","BERKEMBANG","73","7309","730902","SULAWESI SELATAN","KABUPATEN MAROS","CAMBA","6","2021","0.6751","BERKEMBANG","0.6472","0.6667","0.7114","6","2020","0.6469","BERKEMBANG","0.6167","0.6222","0.7019","6"
"2867","BERKEMBANG","14","1406","140604","RIAU","KABUPATEN ROKAN HULU","TAMBUSAI","11","2021","0.6751","BERKEMBANG","0.6061","0.6121","0.8073","11","2020","0.6774","BERKEMBANG","0.6015","0.6121","0.8187","11"
"2867","BERKEMBANG","36","3603","360331","BANTEN","KABUPATEN TANGERANG","SOLEAR","7","2021","0.6751","BERKEMBANG","0.4690","0.6476","0.9086","7","2020","0.6751","BERKEMBANG","0.4690","0.6476","0.9086","7"
"2867","BERKEMBANG","14","1409","140914","RIAU","KABUPATEN KUANTAN SINGINGI","SENTAJO RAYA","14","2021","0.6751","BERKEMBANG","0.5893","0.6572","0.7788","14","2020","0.6557","BERKEMBANG","0.5786","0.6286","0.7600","14"
"2867","BERKEMBANG","72","7201","720103","SULAWESI TENGAH","KABUPATEN BANGGAI","KINTOM","11","2021","0.6751","BERKEMBANG","0.5712","0.7030","0.7512","11","2020","0.6793","BERKEMBANG","0.5833","0.7030","0.7517","11"
"2867","BERKEMBANG","33","3323","332307","JAWA TENGAH","KABUPATEN TEMANGGUNG","KEDU","14","2021","0.6751","BERKEMBANG","0.5964","0.6429","0.7861","14","2020","0.6753","BERKEMBANG","0.5964","0.6429","0.7865","14"
"2876","BERKEMBANG","33","3303","330311","JAWA TENGAH","KABUPATEN PURBALINGGA","KARANGANYAR","13","2021","0.6750","BERKEMBANG","0.6295","0.6205","0.7749","13","2020","0.6538","BERKEMBANG","0.6026","0.5897","0.7692","13"
"2876","BERKEMBANG","11","1112","111201","ACEH","KABUPATEN ACEH BARAT DAYA","BLANG PIDIE","20","2021","0.6750","BERKEMBANG","0.6292","0.6367","0.7591","20","2020","0.6719","BERKEMBANG","0.6342","0.6300","0.7514","20"
"2878","BERKEMBANG","76","7602","760203","SULAWESI BARAT","KABUPATEN MAMUJU","KALUKKU","10","2021","0.6749","BERKEMBANG","0.5833","0.6333","0.8080","10","2020","0.6538","BERKEMBANG","0.5900","0.5800","0.7914","10"
"2878","BERKEMBANG","35","3527","352713","JAWA TIMUR","KABUPATEN SAMPANG","PANGARENGAN","6","2021","0.6749","BERKEMBANG","0.6028","0.7000","0.7219","6","2020","0.6817","BERKEMBANG","0.6167","0.7000","0.7286","6"
"2878","BERKEMBANG","11","1107","110725","ACEH","KABUPATEN PIDIE","GRONG-GRONG","15","2021","0.6749","BERKEMBANG","0.5344","0.7511","0.7391","15","2020","0.6621","BERKEMBANG","0.5178","0.7333","0.7353","15"
"2881","BERKEMBANG","73","7304","730402","SULAWESI SELATAN","KABUPATEN JENEPONTO","TAMALATEA","6","2021","0.6748","BERKEMBANG","0.6639","0.6111","0.7495","6","2020","0.6527","BERKEMBANG","0.6417","0.6222","0.6943","6"
"2881","BERKEMBANG","82","8202","820201","MALUKU UTARA","KABUPATEN HALMAHERA TENGAH","WEDA","7","2021","0.6748","BERKEMBANG","0.5929","0.6952","0.7363","7","2020","0.6751","BERKEMBANG","0.5929","0.6952","0.7371","7"
"2881","BERKEMBANG","81","8101","810111","MALUKU","KABUPATEN MALUKU TENGAH","TEHORU","10","2021","0.6748","BERKEMBANG","0.5300","0.7533","0.7411","10","2020","0.6723","BERKEMBANG","0.5333","0.7533","0.7303","10"
"2881","BERKEMBANG","33","3307","330701","JAWA TENGAH","KABUPATEN WONOSOBO","WADASLINTANG","16","2021","0.6748","BERKEMBANG","0.6136","0.6292","0.7818","16","2020","0.6770","BERKEMBANG","0.6094","0.6417","0.7800","16"
"2881","BERKEMBANG","33","3312","331217","JAWA TENGAH","KABUPATEN WONOGIRI","PURWANTORO","13","2021","0.6748","BERKEMBANG","0.5782","0.6718","0.7745","13","2020","0.6711","BERKEMBANG","0.5731","0.6667","0.7736","13"
"2881","BERKEMBANG","19","1901","190107","KEPULAUAN BANGKA BELITUNG","KABUPATEN BANGKA","RIAU SILIP","9","2021","0.6748","BERKEMBANG","0.5852","0.6741","0.7651","9","2020","0.6546","BERKEMBANG","0.5593","0.6371","0.7676","9"
"2881","BERKEMBANG","36","3604","360408","BANTEN","KABUPATEN SERANG","PULO AMPEL","9","2021","0.6748","BERKEMBANG","0.6056","0.6741","0.7448","9","2020","0.6727","BERKEMBANG","0.6019","0.6741","0.7422","9"
"2881","BERKEMBANG","63","6303","630312","KALIMANTAN SELATAN","KABUPATEN BANJAR","MATARAMAN","15","2021","0.6748","BERKEMBANG","0.6011","0.6400","0.7832","15","2020","0.6679","BERKEMBANG","0.5556","0.6756","0.7726","15"
"2889","BERKEMBANG","35","3502","350201","JAWA TIMUR","KABUPATEN PONOROGO","SLAHUNG","22","2021","0.6747","BERKEMBANG","0.6114","0.6546","0.7582","22","2020","0.6613","BERKEMBANG","0.5864","0.6515","0.7460","22"
"2889","BERKEMBANG","11","1106","110617","ACEH","KABUPATEN ACEH BESAR","KUTA MALAKA","15","2021","0.6747","BERKEMBANG","0.5522","0.7422","0.7295","15","2020","0.6426","BERKEMBANG","0.5133","0.7023","0.7124","15"
"2889","BERKEMBANG","16","1610","161015","SUMATERA SELATAN","KABUPATEN OGAN ILIR","LUBUK KELIAT","10","2021","0.6747","BERKEMBANG","0.5833","0.6933","0.7474","10","2020","0.6684","BERKEMBANG","0.5717","0.6867","0.7468","10"
"2889","BERKEMBANG","76","7605","760501","SULAWESI BARAT","KABUPATEN MAJENE","BANGGAE","2","2021","0.6747","BERKEMBANG","0.5916","0.6667","0.7657","2","2020","0.6747","BERKEMBANG","0.5916","0.6667","0.7657","2"
"2889","BERKEMBANG","32","3206","320617","JAWA BARAT","KABUPATEN TASIKMALAYA","SUKARAJA","8","2021","0.6747","BERKEMBANG","0.6271","0.6083","0.7886","8","2020","0.6738","BERKEMBANG","0.6313","0.6167","0.7736","8"
"2889","BERKEMBANG","73","7308","730807","SULAWESI SELATAN","KABUPATEN BONE","MARE","17","2021","0.6747","BERKEMBANG","0.6000","0.6863","0.7378","17","2020","0.6405","BERKEMBANG","0.5843","0.6196","0.7176","17"
"2889","BERKEMBANG","32","3211","321103","JAWA BARAT","KABUPATEN SUMEDANG","DARMARAJA","12","2021","0.6747","BERKEMBANG","0.6639","0.5889","0.7714","12","2020","0.6567","BERKEMBANG","0.6236","0.5944","0.7519","12"
"2889","BERKEMBANG","36","3603","360330","BANTEN","KABUPATEN TANGERANG","SEPATAN TIMUR","8","2021","0.6747","BERKEMBANG","0.6188","0.6583","0.7472","8","2020","0.6742","BERKEMBANG","0.6313","0.6250","0.7664","8"
"2897","BERKEMBANG","18","1808","180804","LAMPUNG","KABUPATEN WAY KANAN","BARADATU","19","2021","0.6746","BERKEMBANG","0.5684","0.6772","0.7780","19","2020","0.6738","BERKEMBANG","0.5632","0.6877","0.7705","19"
"2897","BERKEMBANG","52","5204","520426","NUSA TENGGARA BARAT","KABUPATEN SUMBAWA","LOPOK","7","2021","0.6746","BERKEMBANG","0.5643","0.6857","0.7739","7","2020","0.6741","BERKEMBANG","0.5643","0.6857","0.7723","7"
"2897","BERKEMBANG","72","7210","721009","SULAWESI TENGAH","KABUPATEN SIGI","DOLO SELATAN","12","2021","0.6746","BERKEMBANG","0.5347","0.7389","0.7500","12","2020","0.6428","BERKEMBANG","0.4903","0.7166","0.7214","12"
"2897","BERKEMBANG","33","3322","332212","JAWA TENGAH","KABUPATEN SEMARANG","BRINGIN","16","2021","0.6746","BERKEMBANG","0.6583","0.5500","0.8154","16","2020","0.6770","BERKEMBANG","0.6677","0.5583","0.8050","16"
"2897","BERKEMBANG","33","3313","331308","JAWA TENGAH","KABUPATEN KARANGANYAR","KARANGPANDAN","11","2021","0.6746","BERKEMBANG","0.6409","0.6000","0.7829","11","2020","0.6649","BERKEMBANG","0.6091","0.6000","0.7854","11"
"2902","BERKEMBANG","63","6302","630202","KALIMANTAN SELATAN","KABUPATEN KOTABARU","PULAU LAUT BARAT","11","2021","0.6745","BERKEMBANG","0.5985","0.6728","0.7522","11","2020","0.6613","BERKEMBANG","0.5651","0.6667","0.7522","11"
"2903","BERKEMBANG","64","6407","640711","KALIMANTAN TIMUR","KABUPATEN KUTAI BARAT","JEMPANG","12","2021","0.6744","BERKEMBANG","0.6083","0.6444","0.7705","12","2020","0.6476","BERKEMBANG","0.5694","0.6278","0.7457","12"
"2903","BERKEMBANG","17","1708","170802","BENGKULU","KABUPATEN KEPAHIANG","UJAN MAS","16","2021","0.6744","BERKEMBANG","0.6031","0.6750","0.7450","16","2020","0.6606","BERKEMBANG","0.5990","0.6583","0.7246","16"
"2903","BERKEMBANG","33","3314","331419","JAWA TENGAH","KABUPATEN SRAGEN","TANGEN","7","2021","0.6744","BERKEMBANG","0.6381","0.6381","0.7469","7","2020","0.6782","BERKEMBANG","0.6143","0.6572","0.7633","7"
"2906","BERKEMBANG","12","1277","127703","SUMATERA UTARA","KOTA PADANGSIDIMPUAN","PADANGSIDIMPUAN BATUNADUA","13","2021","0.6743","BERKEMBANG","0.5897","0.6667","0.7666","13","2020","0.6634","BERKEMBANG","0.5885","0.6513","0.7503","13"
"2906","BERKEMBANG","73","7308","730810","SULAWESI SELATAN","KABUPATEN BONE","CINA","11","2021","0.6743","BERKEMBANG","0.6273","0.6424","0.7532","11","2020","0.6347","BERKEMBANG","0.5439","0.6303","0.7299","11"
"2906","BERKEMBANG","15","1506","150611","JAMBI","KABUPATEN TANJUNG JABUNG BARAT","BRAM ITAM","9","2021","0.6743","BERKEMBANG","0.5852","0.6593","0.7784","9","2020","0.6527","BERKEMBANG","0.5518","0.6445","0.7619","9"
"2909","BERKEMBANG","52","5204","520425","NUSA TENGGARA BARAT","KABUPATEN SUMBAWA","TARANO","8","2021","0.6742","BERKEMBANG","0.5708","0.6417","0.8100","8","2020","0.6744","BERKEMBANG","0.5708","0.6417","0.8107","8"
"2909","BERKEMBANG","35","3527","352709","JAWA TIMUR","KABUPATEN SAMPANG","BANYUATES","20","2021","0.6742","BERKEMBANG","0.6192","0.6600","0.7434","20","2020","0.6742","BERKEMBANG","0.6192","0.6600","0.7434","20"
"2909","BERKEMBANG","32","3208","320828","JAWA BARAT","KABUPATEN KUNINGAN","CIBEUREUM","8","2021","0.6742","BERKEMBANG","0.6354","0.6500","0.7371","8","2020","0.6549","BERKEMBANG","0.6313","0.6083","0.7250","8"
