"RANKING","STATUS","ID_PROV","ID_KAB","ID_KEC","NAMA_PROV","NAMA_KAB","NAMA_KEC","TOTAL_DESA","YEAR_NOW","IDM_NOW","STATUS_NOW","IKS_NOW","IKE_NOW","IKL_NOW","JML_DESA_NOW","YEAR_PREV","IDM_PREV","STATUS_PREV","IKS_PREV","IKE_PREV","IKL_PREV","JML_DESA_PREV"
"2909","BERKEMBANG","33","3323","332313","JAWA TENGAH","KABUPATEN TEMANGGUNG","KRANGGAN","12","2021","0.6742","BERKEMBANG","0.6458","0.5833","0.7933","12","2020","0.6716","BERKEMBANG","0.6486","0.5667","0.7995","12"
"2909","BERKEMBANG","35","3504","350406","JAWA TIMUR","KABUPATEN TULUNGAGUNG","PAGERWOJO","11","2021","0.6742","BERKEMBANG","0.6106","0.6667","0.7455","11","2020","0.6682","BERKEMBANG","0.6030","0.6667","0.7351","11"
"2909","BERKEMBANG","12","1277","127706","SUMATERA UTARA","KOTA PADANGSIDIMPUAN","PADANGSIDIMPUAN ANGKOLA JULU","8","2021","0.6742","BERKEMBANG","0.6000","0.7083","0.7143","8","2020","0.6718","BERKEMBANG","0.6000","0.7083","0.7071","8"
"2915","BERKEMBANG","21","2103","210309","KEPULAUAN RIAU","KABUPATEN NATUNA","SUBI","8","2021","0.6741","BERKEMBANG","0.4812","0.8417","0.6993","8","2020","0.6736","BERKEMBANG","0.4750","0.8500","0.6957","8"
"2915","BERKEMBANG","53","5316","531601","NUSA TENGGARA TIMUR","KABUPATEN NAGEKEO","AESESA","12","2021","0.6741","BERKEMBANG","0.5111","0.7889","0.7224","12","2020","0.6393","BERKEMBANG","0.4972","0.7222","0.6986","12"
"2915","BERKEMBANG","32","3215","321512","JAWA BARAT","KABUPATEN KARAWANG","PAKISJAYA","8","2021","0.6741","BERKEMBANG","0.6479","0.6000","0.7743","8","2020","0.6706","BERKEMBANG","0.6479","0.5917","0.7722","8"
"2915","BERKEMBANG","11","1114","111406","ACEH","KABUPATEN ACEH JAYA","PANGA","20","2021","0.6741","BERKEMBANG","0.5475","0.7633","0.7114","20","2020","0.6439","BERKEMBANG","0.5025","0.7233","0.7057","20"
"2919","BERKEMBANG","18","1805","180520","LAMPUNG","KABUPATEN TULANG BAWANG","BANJAR MARGO","12","2021","0.6740","BERKEMBANG","0.6097","0.6000","0.8124","12","2020","0.6635","BERKEMBANG","0.6236","0.5722","0.7948","12"
"2919","BERKEMBANG","12","1206","120617","SUMATERA UTARA","KABUPATEN KARO","TIGANDERKET","17","2021","0.6740","BERKEMBANG","0.4931","0.8392","0.6898","17","2020","0.6745","BERKEMBANG","0.4931","0.8392","0.6911","17"
"2919","BERKEMBANG","18","1807","180713","LAMPUNG","KABUPATEN LAMPUNG TIMUR","BATANGHARI NUBAN","13","2021","0.6740","BERKEMBANG","0.5564","0.6616","0.8040","13","2020","0.6630","BERKEMBANG","0.5385","0.6667","0.7837","13"
"2919","BERKEMBANG","16","1674","167406","SUMATERA SELATAN","KOTA PRABUMULIH","PRABUMULIH SELATAN","1","2021","0.6740","BERKEMBANG","0.6333","0.6000","0.7886","1","2020","0.6629","BERKEMBANG","0.6000","0.6000","0.7886","1"
"2923","BERKEMBANG","15","1502","150221","JAMBI","KABUPATEN MERANGIN","MARGO TABIR","6","2021","0.6739","BERKEMBANG","0.6028","0.6000","0.8190","6","2020","0.6608","BERKEMBANG","0.5695","0.6111","0.8019","6"
"2923","BERKEMBANG","35","3511","351102","JAWA TIMUR","KABUPATEN BONDOWOSO","TAMANAN","9","2021","0.6739","BERKEMBANG","0.5833","0.6593","0.7790","9","2020","0.6563","BERKEMBANG","0.5444","0.6593","0.7651","9"
"2923","BERKEMBANG","33","3316","331610","JAWA TENGAH","KABUPATEN BLORA","TUNJUNGAN","15","2021","0.6739","BERKEMBANG","0.5778","0.6711","0.7729","15","2020","0.6705","BERKEMBANG","0.5745","0.6711","0.7661","15"
"2923","BERKEMBANG","17","1707","170710","BENGKULU","KABUPATEN LEBONG","AMEN","9","2021","0.6739","BERKEMBANG","0.5648","0.6963","0.7606","9","2020","0.6450","BERKEMBANG","0.5426","0.6667","0.7257","9"
"2923","BERKEMBANG","35","3514","351404","JAWA TIMUR","KABUPATEN PASURUAN","LUMBANG","12","2021","0.6739","BERKEMBANG","0.5361","0.7000","0.7857","12","2020","0.6654","BERKEMBANG","0.5361","0.6778","0.7824","12"
"2923","BERKEMBANG","35","3506","350624","JAWA TIMUR","KABUPATEN KEDIRI","KAYEN KIDUL","12","2021","0.6739","BERKEMBANG","0.5806","0.6611","0.7800","12","2020","0.6649","BERKEMBANG","0.5681","0.6556","0.7709","12"
"2923","BERKEMBANG","53","5301","530108","NUSA TENGGARA TIMUR","KABUPATEN KUPANG","KUPANG TENGAH","7","2021","0.6739","BERKEMBANG","0.6262","0.6476","0.7478","7","2020","0.6750","BERKEMBANG","0.6262","0.6476","0.7510","7"
"2930","BERKEMBANG","35","3514","351422","JAWA TIMUR","KABUPATEN PASURUAN","LEKOK","11","2021","0.6738","BERKEMBANG","0.6273","0.6182","0.7761","11","2020","0.6711","BERKEMBANG","0.6242","0.6182","0.7709","11"
"2930","BERKEMBANG","32","3212","321229","JAWA BARAT","KABUPATEN INDRAMAYU","PASEKAN","6","2021","0.6738","BERKEMBANG","0.6361","0.6445","0.7409","6","2020","0.6726","BERKEMBANG","0.6250","0.6556","0.7371","6"
"2930","BERKEMBANG","18","1806","180604","LAMPUNG","KABUPATEN TANGGAMUS","PULAU PANGGUNG","21","2021","0.6738","BERKEMBANG","0.5722","0.6953","0.7540","21","2020","0.6614","BERKEMBANG","0.5683","0.6857","0.7303","21"
"2930","BERKEMBANG","32","3205","320541","JAWA BARAT","KABUPATEN GARUT","PANGATIKAN","8","2021","0.6738","BERKEMBANG","0.6375","0.6333","0.7507","8","2020","0.6556","BERKEMBANG","0.6250","0.5917","0.7500","8"
"2934","BERKEMBANG","14","1403","140310","RIAU","KABUPATEN BENGKALIS","RUPAT","12","2021","0.6737","BERKEMBANG","0.5653","0.6500","0.8057","12","2020","0.6620","BERKEMBANG","0.5583","0.6333","0.7943","12"
"2934","BERKEMBANG","52","5208","520803","NUSA TENGGARA BARAT","KABUPATEN LOMBOK UTARA","KAYANGAN","10","2021","0.6737","BERKEMBANG","0.5933","0.6733","0.7543","10","2020","0.6696","BERKEMBANG","0.6208","0.6250","0.7628","8"
"2934","BERKEMBANG","73","7304","730410","SULAWESI SELATAN","KABUPATEN JENEPONTO","RUMBIA","12","2021","0.6737","BERKEMBANG","0.6361","0.6111","0.7738","12","2020","0.6493","BERKEMBANG","0.6000","0.5944","0.7533","12"
"2934","BERKEMBANG","33","3315","331513","JAWA TENGAH","KABUPATEN GROBOGAN","PURWODADI","13","2021","0.6737","BERKEMBANG","0.6128","0.6359","0.7723","13","2020","0.6659","BERKEMBANG","0.6026","0.6359","0.7591","13"
"2934","BERKEMBANG","63","6306","630601","KALIMANTAN SELATAN","KABUPATEN HULU SUNGAI SELATAN","SUNGAI RAYA","18","2021","0.6737","BERKEMBANG","0.5769","0.6741","0.7702","18","2020","0.6599","BERKEMBANG","0.5639","0.6482","0.7676","18"
"2939","BERKEMBANG","72","7201","720113","SULAWESI TENGAH","KABUPATEN BANGGAI","NUHON","20","2021","0.6735","BERKEMBANG","0.5600","0.6667","0.7937","20","2020","0.6572","BERKEMBANG","0.5308","0.6634","0.7774","20"
"2939","BERKEMBANG","32","3206","320607","JAWA BARAT","KABUPATEN TASIKMALAYA","PARUNGPONTENG","8","2021","0.6735","BERKEMBANG","0.6521","0.6334","0.7350","8","2020","0.6734","BERKEMBANG","0.6375","0.6500","0.7329","8"
"2939","BERKEMBANG","16","1603","160310","SUMATERA SELATAN","KABUPATEN MUARA ENIM","SEMENDE DARAT ULU","10","2021","0.6735","BERKEMBANG","0.6467","0.6533","0.7206","10","2020","0.6737","BERKEMBANG","0.6483","0.6533","0.7194","10"
"2942","BERKEMBANG","63","6306","630611","KALIMANTAN SELATAN","KABUPATEN HULU SUNGAI SELATAN","DAHA BARAT","7","2021","0.6734","BERKEMBANG","0.5167","0.7810","0.7225","7","2020","0.6471","BERKEMBANG","0.4833","0.7714","0.6865","7"
"2942","BERKEMBANG","72","7210","721008","SULAWESI TENGAH","KABUPATEN SIGI","GUMBASA","7","2021","0.6734","BERKEMBANG","0.5857","0.7048","0.7298","7","2020","0.6282","BERKEMBANG","0.5500","0.6286","0.7061","7"
"2944","BERKEMBANG","33","3303","330303","JAWA TENGAH","KABUPATEN PURBALINGGA","KEJOBONG","13","2021","0.6733","BERKEMBANG","0.6282","0.6308","0.7609","13","2020","0.6566","BERKEMBANG","0.6064","0.6154","0.7481","13"
"2944","BERKEMBANG","18","1812","181207","LAMPUNG","KABUPATEN TULANG BAWANG BARAT","LAMBU KIBANG","10","2021","0.6733","BERKEMBANG","0.5533","0.6534","0.8131","10","2020","0.6673","BERKEMBANG","0.5383","0.6534","0.8103","10"
"2944","BERKEMBANG","19","1903","190307","KEPULAUAN BANGKA BELITUNG","KABUPATEN BANGKA SELATAN","PULAUBESAR","5","2021","0.6733","BERKEMBANG","0.5600","0.6667","0.7931","5","2020","0.6595","BERKEMBANG","0.5633","0.6667","0.7486","5"
"2944","BERKEMBANG","12","1209","120908","SUMATERA UTARA","KABUPATEN ASAHAN","MERANTI","7","2021","0.6733","BERKEMBANG","0.6309","0.6191","0.7698","7","2020","0.6733","BERKEMBANG","0.6309","0.6191","0.7698","7"
"2944","BERKEMBANG","33","3315","331512","JAWA TENGAH","KABUPATEN GROBOGAN","GROBOGAN","11","2021","0.6733","BERKEMBANG","0.6470","0.6000","0.7730","11","2020","0.6689","BERKEMBANG","0.6364","0.6000","0.7704","11"
"2944","BERKEMBANG","18","1809","180904","LAMPUNG","KABUPATEN PESAWARAN","WAY LIMA","16","2021","0.6733","BERKEMBANG","0.5635","0.6917","0.7646","16","2020","0.6539","BERKEMBANG","0.5385","0.6792","0.7439","16"
"2944","BERKEMBANG","72","7204","720403","SULAWESI TENGAH","KABUPATEN TOLI TOLI","DONDO","16","2021","0.6733","BERKEMBANG","0.5813","0.6458","0.7929","16","2020","0.6447","BERKEMBANG","0.5438","0.6292","0.7611","16"
"2951","BERKEMBANG","33","3325","332510","JAWA TENGAH","KABUPATEN BATANG","TULIS","17","2021","0.6732","BERKEMBANG","0.6049","0.6471","0.7677","17","2020","0.6718","BERKEMBANG","0.6029","0.6471","0.7654","17"
"2951","BERKEMBANG","33","3303","330318","JAWA TENGAH","KABUPATEN PURBALINGGA","KERTANEGARA","11","2021","0.6732","BERKEMBANG","0.6576","0.5818","0.7803","11","2020","0.6506","BERKEMBANG","0.6151","0.5636","0.7730","11"
"2951","BERKEMBANG","62","6203","620308","KALIMANTAN TENGAH","KABUPATEN KAPUAS","BASARANG","14","2021","0.6732","BERKEMBANG","0.5417","0.6762","0.8016","14","2020","0.6479","BERKEMBANG","0.4941","0.6714","0.7784","14"
"2951","BERKEMBANG","15","1502","150216","JAMBI","KABUPATEN MERANGIN","RENAH PEMBARAP","12","2021","0.6732","BERKEMBANG","0.5847","0.6778","0.7571","12","2020","0.6723","BERKEMBANG","0.5820","0.6778","0.7571","12"
"2955","BERKEMBANG","12","1207","120702","SUMATERA UTARA","KABUPATEN DELI SERDANG","TANJUNG MORAWA","25","2021","0.6731","BERKEMBANG","0.6487","0.5387","0.8320","25","2020","0.6620","BERKEMBANG","0.6293","0.5387","0.8181","25"
"2955","BERKEMBANG","33","3303","330302","JAWA TENGAH","KABUPATEN PURBALINGGA","BUKATEJA","14","2021","0.6731","BERKEMBANG","0.5845","0.6524","0.7825","14","2020","0.6597","BERKEMBANG","0.5702","0.6334","0.7755","14"
"2955","BERKEMBANG","73","7304","730409","SULAWESI SELATAN","KABUPATEN JENEPONTO","ARUNGKEKE","7","2021","0.6731","BERKEMBANG","0.6548","0.6095","0.7551","7","2020","0.6655","BERKEMBANG","0.6405","0.6191","0.7371","7"
"2955","BERKEMBANG","62","6213","621308","KALIMANTAN TENGAH","KABUPATEN BARITO TIMUR","RAREN BATUAH","9","2021","0.6731","BERKEMBANG","0.5981","0.6371","0.7841","9","2020","0.6830","BERKEMBANG","0.6056","0.6593","0.7841","9"
"2955","BERKEMBANG","63","6305","630508","KALIMANTAN SELATAN","KABUPATEN TAPIN","PIANI","8","2021","0.6731","BERKEMBANG","0.5667","0.6584","0.7943","8","2020","0.6454","BERKEMBANG","0.5771","0.6250","0.7343","8"
"2960","BERKEMBANG","35","3527","352701","JAWA TIMUR","KABUPATEN SAMPANG","SRESEH","12","2021","0.6730","BERKEMBANG","0.5597","0.6945","0.7648","12","2020","0.6664","BERKEMBANG","0.5556","0.6945","0.7491","12"
"2960","BERKEMBANG","72","7204","720407","SULAWESI TENGAH","KABUPATEN TOLI TOLI","BAOLAN","4","2021","0.6730","BERKEMBANG","0.5834","0.6500","0.7857","4","2020","0.6304","BERKEMBANG","0.4916","0.6167","0.7829","4"
"2962","BERKEMBANG","18","1808","180814","LAMPUNG","KABUPATEN WAY KANAN","BUMI AGUNG","10","2021","0.6729","BERKEMBANG","0.5783","0.6267","0.8137","10","2020","0.6647","BERKEMBANG","0.5567","0.6267","0.8108","10"
"2962","BERKEMBANG","72","7202","720203","SULAWESI TENGAH","KABUPATEN POSO","LAGE","16","2021","0.6729","BERKEMBANG","0.5938","0.6375","0.7875","16","2020","0.6763","BERKEMBANG","0.5927","0.6500","0.7861","16"
"2962","BERKEMBANG","63","6311","631107","KALIMANTAN SELATAN","KABUPATEN BALANGAN","PARINGIN SELATAN","15","2021","0.6729","BERKEMBANG","0.5511","0.6756","0.7920","15","2020","0.6441","BERKEMBANG","0.5178","0.6489","0.7657","15"
"2962","BERKEMBANG","61","6103","610310","KALIMANTAN BARAT","KABUPATEN SANGGAU","TAYAN HULU","11","2021","0.6729","BERKEMBANG","0.5712","0.6424","0.8052","11","2020","0.6136","BERKEMBANG","0.4955","0.5636","0.7818","11"
"2966","BERKEMBANG","73","7324","732408","SULAWESI SELATAN","KABUPATEN LUWU TIMUR","TOMONI","12","2021","0.6728","BERKEMBANG","0.5444","0.6834","0.7905","12","2020","0.6632","BERKEMBANG","0.5417","0.6611","0.7867","12"
"2966","BERKEMBANG","11","1175","117502","ACEH","KOTA SUBULUSSALAM","PENANGGALAN","13","2021","0.6728","BERKEMBANG","0.5949","0.6051","0.8185","13","2020","0.6711","BERKEMBANG","0.5872","0.6103","0.8158","13"
"2966","BERKEMBANG","12","1208","120802","SUMATERA UTARA","KABUPATEN SIMALUNGUN","GUNUNG MALELA","16","2021","0.6728","BERKEMBANG","0.6104","0.6125","0.7954","16","2020","0.6681","BERKEMBANG","0.5979","0.6125","0.7939","16"
"2966","BERKEMBANG","32","3206","320639","JAWA BARAT","KABUPATEN TASIKMALAYA","SUKARESIK","8","2021","0.6728","BERKEMBANG","0.6333","0.6000","0.7850","8","2020","0.6637","BERKEMBANG","0.6375","0.5750","0.7786","8"
"2970","BERKEMBANG","13","1373","137301","SUMATERA BARAT","KOTA SAWAHLUNTO","LEMBAH SEGAR","5","2021","0.6727","BERKEMBANG","0.5900","0.6534","0.7749","5","2020","0.6611","BERKEMBANG","0.5567","0.6667","0.7600","5"
"2970","BERKEMBANG","33","3324","332418","JAWA TENGAH","KABUPATEN KENDAL","RINGINARUM","12","2021","0.6727","BERKEMBANG","0.5847","0.6667","0.7667","12","2020","0.6522","BERKEMBANG","0.5694","0.6445","0.7429","12"
"2970","BERKEMBANG","61","6106","610613","KALIMANTAN BARAT","KABUPATEN KAPUAS HULU","EMPANANG","6","2021","0.6727","BERKEMBANG","0.5306","0.7000","0.7876","6","2020","0.6262","BERKEMBANG","0.5195","0.6000","0.7590","6"
"2970","BERKEMBANG","35","3504","350417","JAWA TIMUR","KABUPATEN TULUNGAGUNG","BANDUNG","18","2021","0.6727","BERKEMBANG","0.6250","0.6482","0.7448","18","2020","0.6723","BERKEMBANG","0.6250","0.6482","0.7438","18"
"2970","BERKEMBANG","71","7104","710417","SULAWESI UTARA","KABUPATEN KEPULAUAN TALAUD","MORONGE","6","2021","0.6727","BERKEMBANG","0.5139","0.7222","0.7819","6","2020","0.6622","BERKEMBANG","0.4944","0.7111","0.7809","6"
"2970","BERKEMBANG","63","6311","631103","KALIMANTAN SELATAN","KABUPATEN BALANGAN","AWAYAN","23","2021","0.6727","BERKEMBANG","0.5500","0.6812","0.7871","23","2020","0.6396","BERKEMBANG","0.5065","0.6377","0.7747","23"
"2970","BERKEMBANG","35","3502","350212","JAWA TIMUR","KABUPATEN PONOROGO","KAUMAN","16","2021","0.6727","BERKEMBANG","0.5927","0.6459","0.7796","16","2020","0.6532","BERKEMBANG","0.5698","0.6417","0.7482","16"
"2970","BERKEMBANG","33","3318","331813","JAWA TENGAH","KABUPATEN PATI","GEMBONG","11","2021","0.6727","BERKEMBANG","0.6576","0.6121","0.7486","11","2020","0.6685","BERKEMBANG","0.6576","0.6061","0.7418","11"
"2978","BERKEMBANG","33","3329","332917","JAWA TENGAH","KABUPATEN BREBES","BANJARHARJO","25","2021","0.6726","BERKEMBANG","0.5853","0.6453","0.7872","25","2020","0.6661","BERKEMBANG","0.5693","0.6534","0.7758","25"
"2978","BERKEMBANG","35","3506","350601","JAWA TIMUR","KABUPATEN KEDIRI","SEMEN","12","2021","0.6726","BERKEMBANG","0.6292","0.6278","0.7609","12","2020","0.6646","BERKEMBANG","0.6097","0.6445","0.7395","12"
"2978","BERKEMBANG","73","7313","731305","SULAWESI SELATAN","KABUPATEN WAJO","MAJAULENG","14","2021","0.6726","BERKEMBANG","0.6071","0.6714","0.7392","14","2020","0.6706","BERKEMBANG","0.6036","0.6714","0.7367","14"
"2978","BERKEMBANG","11","1175","117501","ACEH","KOTA SUBULUSSALAM","SIMPANG KIRI","17","2021","0.6726","BERKEMBANG","0.5765","0.6432","0.7983","17","2020","0.6698","BERKEMBANG","0.5775","0.6392","0.7926","17"
"2978","BERKEMBANG","13","1302","130206","SUMATERA BARAT","KABUPATEN SOLOK","LEMBANG JAYA","6","2021","0.6726","BERKEMBANG","0.5750","0.7333","0.7095","6","2020","0.6807","BERKEMBANG","0.5583","0.7667","0.7171","6"
"2978","BERKEMBANG","53","5306","530602","NUSA TENGGARA TIMUR","KABUPATEN FLORES TIMUR","TITEHENA","14","2021","0.6726","BERKEMBANG","0.5667","0.7333","0.7179","14","2020","0.6560","BERKEMBANG","0.5631","0.6857","0.7192","14"
"2984","BERKEMBANG","32","3206","320638","JAWA BARAT","KABUPATEN TASIKMALAYA","PAGERAGEUNG","10","2021","0.6725","BERKEMBANG","0.6700","0.5600","0.7874","10","2020","0.6727","BERKEMBANG","0.6683","0.5600","0.7897","10"
"2984","BERKEMBANG","73","7324","732403","SULAWESI SELATAN","KABUPATEN LUWU TIMUR","TOWUTI","18","2021","0.6725","BERKEMBANG","0.5852","0.6370","0.7952","18","2020","0.6423","BERKEMBANG","0.5685","0.5926","0.7657","18"
"2986","BERKEMBANG","76","7602","760201","SULAWESI BARAT","KABUPATEN MAMUJU","MAMUJU","4","2021","0.6724","BERKEMBANG","0.5708","0.6834","0.7628","4","2020","0.6632","BERKEMBANG","0.5708","0.6500","0.7686","4"
"2986","BERKEMBANG","36","3604","360423","BANTEN","KABUPATEN SERANG","CIKEUSAL","17","2021","0.6724","BERKEMBANG","0.5941","0.6863","0.7368","17","2020","0.6671","BERKEMBANG","0.5892","0.6785","0.7338","17"
"2988","BERKEMBANG","33","3308","330817","JAWA TENGAH","KABUPATEN MAGELANG","NGABLAK","16","2021","0.6723","BERKEMBANG","0.6240","0.6500","0.7428","16","2020","0.6724","BERKEMBANG","0.6240","0.6583","0.7350","16"
"2988","BERKEMBANG","71","7101","710112","SULAWESI UTARA","KABUPATEN BOLAANG MONGONDOW","LOLAK","26","2021","0.6723","BERKEMBANG","0.6256","0.6205","0.7708","26","2020","0.6679","BERKEMBANG","0.6224","0.6180","0.7633","26"
"2988","BERKEMBANG","74","7404","740411","SULAWESI TENGGARA","KABUPATEN BUTON","PASARWAJO","13","2021","0.6723","BERKEMBANG","0.5962","0.6462","0.7745","13","2020","0.6615","BERKEMBANG","0.5718","0.6462","0.7666","13"
"2988","BERKEMBANG","16","1601","160114","SUMATERA SELATAN","KABUPATEN OGAN KOMERING ULU","BATURAJA TIMUR","4","2021","0.6723","BERKEMBANG","0.5792","0.6334","0.8043","4","2020","0.6431","BERKEMBANG","0.4792","0.6500","0.8000","4"
"2992","BERKEMBANG","15","1508","150808","JAMBI","KABUPATEN BUNGO","MUKO-MUKO BATHIN VII","9","2021","0.6722","BERKEMBANG","0.4611","0.8667","0.6889","9","2020","0.6520","BERKEMBANG","0.4537","0.8148","0.6876","9"
"2992","BERKEMBANG","32","3213","321313","JAWA BARAT","KABUPATEN SUBANG","BLANAKAN","9","2021","0.6722","BERKEMBANG","0.6167","0.6296","0.7701","9","2020","0.6667","BERKEMBANG","0.6148","0.6296","0.7556","9"
"2992","BERKEMBANG","32","3202","320247","JAWA BARAT","KABUPATEN SUKABUMI","CIAMBAR","6","2021","0.6722","BERKEMBANG","0.5472","0.6778","0.7914","6","2020","0.6763","BERKEMBANG","0.5139","0.7111","0.8038","6"
"2995","BERKEMBANG","11","1102","110210","ACEH","KABUPATEN ACEH TENGGARA","SEMADAM","19","2021","0.6721","BERKEMBANG","0.5632","0.6877","0.7654","19","2020","0.6706","BERKEMBANG","0.5702","0.6807","0.7609","19"
"2996","BERKEMBANG","33","3322","332220","JAWA TENGAH","KABUPATEN SEMARANG","BANDUNGAN","9","2021","0.6720","BERKEMBANG","0.6833","0.5333","0.7994","9","2020","0.6648","BERKEMBANG","0.6815","0.4963","0.8165","9"
"2997","BERKEMBANG","16","1608","160809","SUMATERA SELATAN","KABUPATEN OGAN KOMERING ULU TIMUR","BELITANG II","24","2021","0.6719","BERKEMBANG","0.5778","0.6528","0.7852","24","2020","0.6585","BERKEMBANG","0.5618","0.6528","0.7610","24"
"2997","BERKEMBANG","14","1408","140812","RIAU","KABUPATEN SIAK","SABAK AUH","8","2021","0.6719","BERKEMBANG","0.5729","0.6334","0.8093","8","2020","0.6642","BERKEMBANG","0.5729","0.6167","0.8028","8"
"2999","BERKEMBANG","33","3309","330910","JAWA TENGAH","KABUPATEN BOYOLALI","SAMBI","16","2021","0.6718","BERKEMBANG","0.6458","0.6375","0.7322","16","2020","0.6524","BERKEMBANG","0.6187","0.6292","0.7093","16"
"2999","BERKEMBANG","63","6301","630104","KALIMANTAN SELATAN","KABUPATEN TANAH LAUT","KURAU","11","2021","0.6718","BERKEMBANG","0.5909","0.6667","0.7579","11","2020","0.6531","BERKEMBANG","0.5848","0.6242","0.7501","11"
"2999","BERKEMBANG","61","6112","611205","KALIMANTAN BARAT","KABUPATEN KUBU RAYA","BATU AMPAR","15","2021","0.6718","BERKEMBANG","0.5411","0.7067","0.7676","15","2020","0.6327","BERKEMBANG","0.5122","0.6400","0.7459","15"
"2999","BERKEMBANG","35","3527","352708","JAWA TIMUR","KABUPATEN SAMPANG","TAMBELANGAN","10","2021","0.6718","BERKEMBANG","0.5800","0.6800","0.7554","10","2020","0.6714","BERKEMBANG","0.5800","0.6800","0.7543","10"
"2999","BERKEMBANG","53","5306","530611","NUSA TENGGARA TIMUR","KABUPATEN FLORES TIMUR","KELUBAGOLIT","12","2021","0.6718","BERKEMBANG","0.5333","0.6778","0.8043","12","2020","0.6495","BERKEMBANG","0.4875","0.6778","0.7833","12"
"2999","BERKEMBANG","18","1806","180602","LAMPUNG","KABUPATEN TANGGAMUS","TALANG PADANG","20","2021","0.6718","BERKEMBANG","0.6192","0.6100","0.7863","20","2020","0.6623","BERKEMBANG","0.6075","0.6000","0.7794","20"
"3005","BERKEMBANG","74","7404","740429","SULAWESI TENGGARA","KABUPATEN BUTON","WABULA","7","2021","0.6717","BERKEMBANG","0.5786","0.6667","0.7698","7","2020","0.6546","BERKEMBANG","0.5715","0.6667","0.7257","7"
"3005","BERKEMBANG","18","1807","180705","LAMPUNG","KABUPATEN LAMPUNG TIMUR","SEKAMPUNG","17","2021","0.6717","BERKEMBANG","0.5461","0.6432","0.8259","17","2020","0.6642","BERKEMBANG","0.5324","0.6432","0.8171","17"
"3005","BERKEMBANG","11","1116","111608","ACEH","KABUPATEN ACEH TAMIANG","RANTAU","16","2021","0.6717","BERKEMBANG","0.5583","0.6750","0.7818","16","2020","0.6547","BERKEMBANG","0.5281","0.6750","0.7611","16"
"3005","BERKEMBANG","74","7414","741406","SULAWESI TENGGARA","KABUPATEN BUTON TENGAH","GU","10","2021","0.6717","BERKEMBANG","0.5433","0.6667","0.8051","10","2020","0.6419","BERKEMBANG","0.5133","0.6467","0.7657","10"
"3005","BERKEMBANG","73","7308","730805","SULAWESI SELATAN","KABUPATEN BONE","TONRA","11","2021","0.6717","BERKEMBANG","0.6288","0.6364","0.7501","11","2020","0.6605","BERKEMBANG","0.6121","0.6364","0.7330","11"
"3010","BERKEMBANG","18","1809","180908","LAMPUNG","KABUPATEN PESAWARAN","MARGA PUNDUH","10","2021","0.6716","BERKEMBANG","0.5450","0.7000","0.7697","10","2020","0.6584","BERKEMBANG","0.5233","0.6867","0.7652","10"
"3010","BERKEMBANG","33","3310","331020","JAWA TENGAH","KABUPATEN KLATEN","JATINOM","17","2021","0.6716","BERKEMBANG","0.5892","0.6588","0.7667","17","2020","0.6652","BERKEMBANG","0.5775","0.6549","0.7634","17"
